create_date,valid_from,valid_to,estimated_days,origin_country,origin_name,destination_country,destination_name,shipping_type,load_type,load_amount,price_usd
2023-10-09,2024-01-08,2024-01-17,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2024-01-01,2024-01-10,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-12-25,2024-01-03,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-12-14,2023-12-25,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-11-27,2023-12-06,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2024-01-01,2024-01-10,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-12-25,2024-01-03,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-12-18,2023-12-27,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-12-11,2023-12-20,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-11-28,2023-11-29,,US,"Jean Lafitte, LA 70067, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,303.59
2023-10-09,2023-11-21,2023-11-22,,US,"Jean Lafitte, LA 70067, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,303.59
2023-10-09,2023-11-15,2023-11-21,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,875.43
2023-10-09,2023-11-28,2023-12-04,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,875.43
2023-10-09,2023-11-13,2023-11-17,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,875.43
2023-10-09,2023-12-01,2023-12-04,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,805
2023-10-09,2023-11-20,2023-11-21,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,805
2023-10-09,2023-12-08,2023-12-11,,US,"Jean Lafitte, LA 70067, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,303.59
2023-10-09,2023-12-01,2023-12-04,,US,"Jean Lafitte, LA 70067, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,303.59
2023-10-09,2023-11-22,2023-11-28,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,875.43
2023-10-09,2023-12-08,2023-12-14,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,875.43
2023-10-09,2023-11-23,2023-11-29,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,875.43
2023-10-09,2023-11-28,2023-11-29,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"S Harbor Scenic Dr, Long Beach, CA 90802, USA",LTL,mt,1,805
2023-10-09,2023-11-17,2023-11-28,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-11,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"The Embarcadero, San Francisco, CA 94133, USA",LTL,mt,1,639.32
2023-10-09,2023-11-16,2023-11-27,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-10,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"The Embarcadero, San Francisco, CA 94133, USA",LTL,mt,1,404.49
2023-10-09,2023-12-04,2023-12-13,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-13,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1369.09
2023-10-09,2023-11-23,2023-12-04,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-13,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1369.09
2023-10-09,2023-12-11,2023-12-20,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-19,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-29,2023-12-08,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-19,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2024-01-04,2024-01-15,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-11-14,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1172.29
2023-10-09,2023-12-06,2023-12-15,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-16,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1172.29
2023-10-09,2023-12-12,2023-12-21,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-10,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,341.5
2023-10-09,2023-11-10,2023-11-21,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-10,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,293.79
2023-10-09,2023-11-20,2023-11-29,,CN,"888 Bao Dong Lu, Baoshan Qu, Shanghai Shi, China, 200431",CN,"Shanghai, China",LTL,mt,1,97.75
2023-10-09,2023-10-09,2023-10-12,,US,"Red Lion Inn, 249-299 Pacific Ave, Long Beach, CA 90802, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,173.73
2023-10-09,2023-10-09,2023-10-16,,VN,"Vĩnh Trường, Nha Trang, Khanh Hoa Province, Vietnam",VN,"Phước Long A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",LTL,mt,1,172.5
2023-10-09,2023-10-09,2023-10-16,,VN,"Vĩnh Trường, Nha Trang, Khanh Hoa Province, Vietnam",VN,"Phước Long A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",LTL,mt,1,172.5
2023-10-09,2023-10-09,2023-10-16,,VN,"Vĩnh Trường, Nha Trang, Khanh Hoa Province, Vietnam",VN,"Phước Long A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",LTL,mt,1,172.5
2023-10-09,2023-12-04,2023-12-06,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Ocean Terminal, 950 W River St, Savannah, GA 31401, USA",LTL,mt,1,498.39
2023-10-09,2023-10-09,2023-10-26,,VN,"Vĩnh Trường, Nha Trang, Khanh Hoa Province, Vietnam",VN,"Phước Long A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",LTL,mt,1,172.5
2023-10-09,2023-11-27,2023-11-29,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Ocean Terminal, 950 W River St, Savannah, GA 31401, USA",LTL,mt,1,498.39
2023-10-09,2023-10-09,2023-10-19,,VN,"Vĩnh Trường, Nha Trang, Khanh Hoa Province, Vietnam",VN,"Phước Long A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",LTL,mt,1,172.5
2023-10-09,2023-11-17,2023-11-23,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Ocean Terminal, 950 W River St, Savannah, GA 31401, USA",LTL,mt,1,6666.66
2023-10-09,2023-10-09,2023-10-23,,VN,"Vĩnh Trường, Nha Trang, Khanh Hoa Province, Vietnam",VN,"Phước Long A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",LTL,mt,1,172.5
2023-10-09,2023-11-29,2023-12-01,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-12,,US,"Los Angeles, CA, USA",US,"The Embarcadero, San Francisco, CA 94133, USA",LTL,mt,1,639.07
2023-10-09,2023-11-28,2023-11-30,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-11,,US,"Los Angeles, CA, USA",US,"The Embarcadero, San Francisco, CA 94133, USA",LTL,mt,1,404.08
2023-10-09,2023-11-27,2023-11-29,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-30,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-20,2023-11-22,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-23,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-10,2023-11-14,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-20,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-13,2023-11-15,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-20,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-07,2023-11-09,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-17,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1189.49
2023-10-09,2023-11-09,2023-11-13,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-17,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1189.49
2023-10-09,2023-12-11,2023-12-13,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-11-16,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-12-04,2023-12-06,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-11-09,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-11-27,2023-11-29,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-11-02,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-11-22,2023-11-24,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-26,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-11-13,2023-11-15,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-19,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-11-06,2023-11-08,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-16,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-11-08,2023-11-10,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-16,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1368.42
2023-10-09,2023-12-14,2023-12-18,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-11-14,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-12-07,2023-12-11,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-11-07,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-30,2023-12-04,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-31,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-23,2023-11-27,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-24,,US,"Los Angeles, CA, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,450.63
2023-10-09,2023-11-23,2023-11-27,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-11,,US,"Los Angeles, CA, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,293.79
2023-10-09,2023-11-24,2023-11-28,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-12,,US,"Los Angeles, CA, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,135.94
2023-10-09,2023-11-29,2023-12-01,,GB,"Victoria Embankment Gardens, Villiers St, London WC2N 6NS, UK",GB,"Cheshire, UK",LTL,mt,1,118.7
2023-10-09,2023-10-10,2023-10-12,,US,"Los Angeles, CA, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,130.36
